Date,UUP
2009-07-14,20.5896507909116
2009-07-15,20.42334520315287
2009-07-16,20.390944650905244
2009-07-17,20.4319832275879
2009-07-20,20.298075109591895
2009-07-21,20.27647560397166
2009-07-22,20.28727189475457
2009-07-23,20.269993280909034
2009-07-24,20.25487629066838
2009-07-27,20.231116076987306
2009-07-28,20.29807051931403
2009-07-29,20.41038444239109
2009-07-30,20.41038634304429
2009-07-31,20.23327690536083
2009-08-03,20.006495249596654
2009-08-04,19.97841765469336
2009-08-05,19.965459047713047
2009-08-06,20.03889282612571
2009-08-07,20.231116659153138
2009-08-10,20.3520695068092
2009-08-11,20.37150614925935
2009-08-12,20.302390630375083
2009-08-13,20.16416555131491
2009-08-14,20.205198782451195
2009-08-17,20.406063743218258
2009-08-18,20.356389516981842
2009-08-19,20.25271515878379
2009-08-20,20.174962149417087
2009-08-21,20.054013113221107
2009-08-24,20.09072838009801
2009-08-25,20.07776993382882
2009-08-26,20.20952063237112
2009-08-27,20.125286322961585
2009-08-28,20.073450177102636
2009-08-31,20.116647276477426
2009-09-01,20.183603023657152
2009-09-02,20.18144065105382
2009-09-03,20.1382477771802
2009-09-04,20.131765235878984
2009-09-08,19.84018942307524
2009-09-09,19.775392589506186
2009-09-10,19.766755178509747
2009-09-11,19.688999645026982
2009-09-14,19.710600952295096
2009-09-15,19.68683948195323
2009-09-16,19.600446959880593
2009-09-17,19.589649588136908
2009-09-18,19.641485657083347
2009-09-21,19.805629108396317
2009-09-22,19.542133275706853
2009-09-23,19.56805085953885
2009-09-24,19.68036328304752
2009-09-25,19.708438137516247
2009-09-28,19.742996723633837
2009-09-29,19.820749986046785
2009-09-30,19.701961026147643
2009-10-01,19.786191272669257
2009-10-02,19.766756524197888
2009-10-05,19.70843952062563
2009-10-06,19.583169589348394
2009-10-07,19.61340670686216
2009-10-08,19.50109582943618
2009-10-09,19.591808083832092
2009-10-12,19.535651377385875
2009-10-13,19.49245838291144
2009-10-14,19.37150494447313
2009-10-15,19.369345842773892
2009-10-16,19.421180360583584
2009-10-19,19.360706524616326
2009-10-20,19.36718767369009
2009-10-21,19.304553544444722
2009-10-22,19.31319228295301
2009-10-23,19.3499088990236
2009-10-26,19.429820523053166
2009-10-27,19.533492378971495
2009-10-28,19.589648979406945
2009-10-29,19.51189687852114
2009-10-30,19.56805127149354
2009-11-02,19.544290890198777
2009-11-03,19.641485023788498
2009-11-04,19.466538178797617
2009-11-05,19.663082221958906
2009-11-06,19.773234394194922
2009-11-09,19.518374444595338
2009-11-10,19.40606528090352
2009-11-11,19.382304151636646
2009-11-12,19.63068570679723
2009-11-13,19.32615191921171
2009-11-16,19.218156781247494
2009-11-17,19.32614970641905
2009-11-18,19.23759611607707
2009-11-19,19.323989051641462
2009-11-20,19.401745523670776
2009-11-23,19.231117611964578
2009-11-24,19.254875918711118
2009-11-25,19.0799272476517
2009-11-27,19.285114473258993
2009-11-30,19.170642385576063
2009-12-01,19.056169938325475
2009-12-02,19.101527503473534
2009-12-03,19.13608401485994
2009-12-04,19.345587044516805
2009-12-07,19.42118154900698
2009-12-08,19.48597689749055
2009-12-09,19.466538899889564
2009-12-10,19.440620770224548
2009-12-11,19.58316995270311
2009-12-14,19.557253668605508
2009-12-15,19.684682821671572
2009-12-16,19.65660326346353
2009-12-17,19.868266663074234
2009-12-18,19.92010333394944
2009-12-21,19.898503997511067
2009-12-22,19.97625819577174
2009-12-23,19.917943098766056
2009-12-24,19.88122598966187
2009-12-28,19.84018977965294
2009-12-29,19.846669120399486
2009-12-30,19.93090273395308
2009-12-31,19.894184240728393
2010-01-04,19.77539377672055
2010-01-05,19.784031690582406
2010-01-06,19.784033429355343
2010-01-07,19.85962869245577
2010-01-08,19.781870861153195
2010-01-11,19.624205435486303
2010-01-12,19.611246165260876
2010-01-13,19.583169596654805
2010-01-14,19.574529243637247
2010-01-15,19.676041756910653
2010-01-19,19.74947351342916
2010-01-20,19.956820672795345
2010-01-21,19.984898681608747
2010-01-22,19.95250013338513
2010-01-25,19.93090325019054
2010-01-26,20.00433351964668
2010-01-27,20.04105425380734
2010-01-28,20.088568138418804
2010-01-29,20.21167882927733
2010-02-01,20.185760829305718
2010-02-02,20.12960500182446
2010-02-03,20.18792200684706
2010-02-04,20.321830845020635
2010-02-05,20.442781844548616
2010-02-08,20.416860621242638
2010-02-09,20.319668477277645
2010-02-10,20.360708608991214
2010-02-11,20.380146739312252
2010-02-12,20.449263335324755
2010-02-16,20.308873150512735
2010-02-17,20.382306484156228
2010-02-18,20.431982040405273
2010-02-19,20.544292693355352
2010-02-22,20.453580832057863
2010-02-23,20.524855198211352
2010-02-24,20.496776306331327
2010-02-25,20.542132448933195
2010-02-26,20.442778335181355
2010-03-01,20.539973348551072
2010-03-02,20.46653968345428
2010-03-03,20.341271136720522
2010-03-04,20.40390176427328
2010-03-05,20.447103456647536
2010-03-08,20.377986979666673
2010-03-09,20.453581188875294
2010-03-10,20.423343190639788
2010-03-11,20.390945362775177
2010-03-12,20.25919408222467
2010-03-15,20.33694999418386
2010-03-16,20.241915767176806
2010-03-17,20.20952151187641
2010-03-18,20.31967137852344
2010-03-19,20.47517704561454
2010-03-22,20.488138055876895
2010-03-23,20.485979894132125
2010-03-24,20.742996740528888
2010-03-25,20.78619329662441
2010-03-26,20.738677891475195
2010-03-29,20.626367846582603
2010-03-30,20.635006450223067
2010-03-31,20.54645279630359
2010-04-01,20.496777935359493
2010-04-05,20.529172890125633
2010-04-06,20.624208743978308
2010-04-07,20.647964889493743
2010-04-08,20.663083982672426
2010-04-09,20.546454013087153
2010-04-12,20.390943874871166
2010-04-13,20.37582513903041
2010-04-14,20.306711164058367
2010-04-15,20.373666747417136
2010-04-16,20.429822573922234
2010-04-19,20.505418280522687
2010-04-20,20.490300063411173
2010-04-21,20.539972281461978
2010-04-22,20.635005255525556
2010-04-23,20.65444544354301
2010-04-26,20.619887434584538
2010-04-27,20.74947649793772
2010-04-28,20.83802826121298
2010-04-29,20.760275550460012
2010-04-30,20.695481558342742
2010-05-03,20.816429890720805
2010-05-04,21.02593439672059
2010-05-05,21.259197970611666
2010-05-06,21.419024740898596
2010-05-07,21.399585864941564
2010-05-10,21.215999480724598
2010-05-11,21.356390828446358
2010-05-12,21.401744995119866
2010-05-13,21.53133520625869
2010-05-14,21.695480922254426
2010-05-17,21.803472364551453
2010-05-18,21.86394856085689
2010-05-19,21.859627714229983
2010-05-20,21.755957908216875
2010-05-21,21.609088825975654
2010-05-24,21.792677724764385
2010-05-25,21.93738382762824
2010-05-26,21.96114097786174
2010-05-27,21.85314910824968
